mesto_id,bliznje_mesto_id,razdalja_km
730,672,205.4
730,541,216.9
730,692,217.2
806,363,42.6
806,730,102.3
806,206,167.2
806,672,202.8
806,541,214.0
833,453,226.6
833,51,265.7
833,232,289.1
833,692,296.7
833,541,309.9
988,554,118.8
988,220,176.9
988,51,250.5
988,453,314.8
988,174,337.4
53,162,40.2
53,357,69.4
53,498,90.8
53,996,122.3
53,760,124.7
162,53,40.2
162,498,71.3
162,357,79.8
162,996,111.7
162,270,124.2
270,996,15.0
270,498,57.7
270,357,69.5
270,162,124.2
270,515,126.5
357,498,58.7
357,996,65.4
357,53,69.4
357,270,69.5
357,162,79.8
498,996,43.3
498,270,57.7
498,357,58.7
498,162,71.3
498,53,90.8
515,760,58.6
515,357,107.5
515,270,126.5
515,996,135.9
515,498,157.6
760,515,58.6
760,357,96.6
760,53,124.7
760,270,145.4
760,996,149.4
996,270,15.0
996,498,43.3
996,357,65.4
996,162,111.7
996,53,122.3
59,392,20.7
59,854,59.0
59,508,118.2
59,132,168.9
59,97,196.3
97,132,48.2
97,508,103.9
97,854,175.2
97,392,175.8
97,59,196.3
107,567,129.8
107,932,143.2
107,199,166.4
107,288,169.4
107,982,185.8
132,97,48.2
132,508,60.6
132,854,137.0
132,392,148.3
132,59,168.9
152,567,128.5
152,365,139.9
152,199,145.9
152,982,189.8
152,288,224.0
199,982,51.1
199,365,71.6
199,288,78.8
199,567,82.3
199,932,89.0
261,842,120.6
261,638,148.1
261,567,220.4
261,624,226.9
261,107,245.8
288,932,29.8
288,982,39.6
288,199,78.8
288,365,114.8
288,567,145.1
365,199,71.6
365,982,75.3
365,288,114.8
365,932,138.4
365,152,139.9
392,59,20.7
392,854,49.2
392,508,98.7
392,132,148.3
392,97,175.8
508,132,60.6
508,854,77.5
508,392,98.7
508,97,103.9
508,59,118.2
567,199,82.3
567,152,128.5
567,107,129.8
567,982,130.2
567,932,139.7
624,638,80.2
624,97,218.0
624,261,226.9
624,132,265.7
624,842,296.0
638,624,80.2
638,261,148.1
638,842,218.9
638,97,256.2
638,132,303.9
698,638,80.2
698,97,218.0
698,261,226.9
698,132,265.7
698,842,296.0
842,261,120.6
842,638,218.9
842,107,255.8
842,567,288.8
842,624,296.0
854,392,49.2
854,59,59.0
854,508,77.5
854,132,137.0
854,97,175.2
932,288,29.8
932,982,64.1
932,199,89.0
932,365,138.4
932,567,139.7
940,932,208.1
940,288,226.4
940,107,244.7
940,982,266.0
940,199,296.8
982,288,39.6
982,199,51.1
982,932,64.1
982,365,75.3
982,567,130.2
66,354,39.0
66,742,75.8
66,112,127.8
66,286,205.5
112,742,72.6
112,354,97.6
112,66,127.8
112,286,162.4
286,742,138.4
286,112,162.4
286,354,169.1
286,66,205.5
354,742,37.0
354,66,39.0
354,112,97.6
354,286,169.1
742,354,37.0
742,112,72.6
742,66,75.8
742,286,138.4
69,790,43.7
69,183,53.1
69,488,122.5
69,734,165.1
69,868,216.9
183,790,10.1
183,69,53.1
183,488,70.0
183,734,138.7
183,868,165.7
488,183,70.0
488,790,78.9
488,868,109.6
488,734,117.7
488,69,122.5
571,853,9.2
571,868,63.7
571,488,170.1
571,183,218.1
571,790,228.0
734,776,83.6
734,488,117.7
734,183,138.7
734,790,139.3
734,69,165.1
776,734,83.6
776,488,201.3
776,790,213.1
776,183,214.6
776,69,229.1
790,183,10.1
790,69,43.7
790,488,78.9
790,734,139.3
790,868,175.8
853,571,9.2
853,868,61.0
853,488,165.0
853,183,211.0
853,790,220.9
868,853,61.0
868,571,63.7
868,488,109.6
868,183,165.7
868,790,175.8
77,533,130.9
533,77,130.9
85,965,264.4
85,635,269.4
85,887,329.1
85,442,329.2
85,821,337.9
91,205,83.0
91,442,123.6
91,965,144.5
91,821,154.3
91,887,155.0
205,442,43.6
205,821,71.6
205,887,73.2
205,91,83.0
205,965,91.7
442,887,31.9
442,821,33.6
442,205,43.6
442,965,66.2
442,91,123.6
560,91,194.5
560,205,238.4
560,442,279.1
560,821,295.6
560,887,301.2
635,85,269.4
635,965,297.5
635,887,301.7
635,821,307.3
635,442,326.0
821,887,8.8
821,442,33.6
821,205,71.6
821,965,85.0
821,91,154.3
887,821,8.8
887,442,31.9
887,205,73.2
887,965,77.2
887,91,155.0
965,442,66.2
965,887,77.2
965,821,85.0
965,205,91.7
965,91,144.5
87,172,355.4
87,963,369.3
87,412,529.0
87,946,688.5
87,690,739.5
172,87,355.4
172,946,358.1
172,274,584.6
172,963,660.4
172,412,720.9
274,946,233.9
274,172,584.6
274,585,668.1
274,87,922.1
274,961,923.7
412,690,220.5
412,963,242.1
412,961,411.7
412,87,529.0
412,415,614.4
415,961,228.9
415,690,445.9
415,585,545.8
415,412,614.4
415,963,850.0
585,415,545.8
585,961,598.0
585,274,668.1
585,946,703.2
585,690,898.1
690,412,220.5
690,961,300.2
690,415,445.9
690,963,457.4
690,87,739.5
946,274,233.9
946,172,358.1
946,87,688.5
946,585,703.2
946,961,788.3
961,415,228.9
961,690,300.2
961,412,411.7
961,585,598.0
961,963,635.9
963,412,242.1
963,87,369.3
963,690,457.4
963,961,635.9
963,172,660.4
89,861,159.5
89,291,407.4
291,89,407.4
291,861,558.0
861,89,159.5
861,291,558.0
102,616,145.8
102,193,255.4
193,616,157.8
193,102,255.4
616,102,145.8
616,193,157.8
106,278,4.6
278,106,4.6
119,900,50.7
119,801,307.9
119,252,760.1
119,483,816.3
119,428,1003.8
224,499,200.9
224,405,336.7
224,855,539.5
224,587,607.3
224,902,678.4
252,483,370.6
252,801,452.7
252,428,511.0
252,900,723.4
252,119,760.1
388,443,31.8
388,902,507.1
388,855,640.6
388,587,760.5
388,405,984.5
405,587,289.8
405,224,336.7
405,855,411.5
405,902,487.3
405,499,537.2
428,483,193.1
428,738,462.7
428,252,511.0
428,801,743.2
428,900,989.5
443,388,31.8
443,902,538.5
443,855,672.4
443,587,788.3
443,405,1014.9
483,428,193.1
483,252,370.6
483,801,550.3
483,738,643.0
483,900,799.8
499,224,200.9
499,405,537.2
499,855,695.1
499,587,806.3
499,902,844.9
587,405,289.8
587,902,334.0
587,855,364.8
587,224,607.3
587,388,760.5
738,428,462.7
738,483,643.0
738,252,969.7
738,801,1175.7
738,900,1395.3
801,900,274.5
801,119,307.9
801,252,452.7
801,483,550.3
801,428,743.2
855,902,157.5
855,587,364.8
855,405,411.5
855,224,539.5
855,388,640.6
900,119,50.7
900,801,274.5
900,252,723.4
900,483,799.8
900,428,989.5
902,855,157.5
902,587,334.0
902,405,487.3
902,388,507.1
902,443,538.5
137,643,50.3
137,959,57.0
137,978,69.2
137,819,124.9
643,959,43.7
643,137,50.3
643,819,77.7
643,978,80.2
819,643,77.7
819,959,111.7
819,137,124.9
819,978,151.4
959,978,39.7
959,643,43.7
959,137,57.0
959,819,111.7
978,959,39.7
978,137,69.2
978,643,80.2
978,819,151.4
139,997,1646.7
139,888,2002.5
139,875,2156.2
139,736,2626.9
139,192,2763.5
192,893,81.6
192,849,165.7
192,756,240.6
192,736,426.0
192,517,453.4
517,817,354.0
517,756,359.2
517,893,379.7
517,192,453.4
517,647,517.0
647,517,517.0
647,817,686.5
647,756,772.1
647,893,882.4
647,736,908.7
736,756,262.0
736,192,426.0
736,893,458.7
736,875,470.7
736,849,588.5
756,893,233.3
756,192,240.6
756,736,262.0
756,517,359.2
756,849,400.1
817,517,354.0
817,893,555.1
817,849,612.9
817,192,635.3
817,756,658.9
849,192,165.7
849,893,177.7
849,756,400.1
849,517,527.9
849,736,588.5
875,888,399.5
875,736,470.7
875,756,680.6
875,997,692.6
875,192,707.1
888,875,399.5
888,736,747.2
888,192,763.8
888,849,795.9
888,893,845.4
893,192,81.6
893,849,177.7
893,756,233.3
893,517,379.7
893,736,458.7
997,875,692.6
997,888,850.1
997,736,1105.7
997,756,1350.3
997,192,1399.6
182,896,153.2
182,400,220.9
182,771,270.0
182,864,423.6
182,313,704.7
207,313,53.9
207,831,207.1
207,182,713.7
207,896,729.5
207,400,924.5
313,207,53.9
313,831,242.7
313,182,704.7
313,896,731.8
313,400,919.4
400,771,87.0
400,864,210.3
400,182,220.9
400,896,222.2
400,313,919.4
771,400,87.0
771,864,222.1
771,182,270.0
771,896,303.7
771,313,974.6
831,207,207.1
831,313,242.7
831,896,904.5
831,182,906.5
831,400,1110.2
864,400,210.3
864,771,222.1
864,896,370.8
864,182,423.6
864,207,1100.0
896,182,153.2
896,400,222.2
896,771,303.7
896,864,370.8
896,207,729.5
185,765,819.2
185,504,1125.8
185,837,1595.0
504,765,451.8
504,837,496.7
504,185,1125.8
765,504,451.8
765,837,816.9
765,185,819.2
837,504,496.7
837,765,816.9
837,185,1595.0
187,353,175.7
187,564,414.8
187,320,493.1
187,717,737.6
187,677,752.4
320,677,274.7
320,353,420.3
320,187,493.1
320,717,536.7
320,564,556.7
353,187,175.7
353,320,420.3
353,564,546.3
353,717,564.8
353,677,694.6
564,187,414.8
564,353,546.3
564,320,556.7
564,832,577.8
564,677,699.4
677,320,274.7
677,832,652.6
677,717,690.3
677,353,694.6
677,564,699.4
717,320,536.7
717,353,564.8
717,677,690.3
717,187,737.6
717,564,1019.1
832,564,577.8
832,677,652.6
832,320,746.7
832,187,938.0
832,353,1006.8
194,953,346.8
194,366,409.8
194,743,439.0
194,509,550.9
366,194,409.8
366,509,413.4
366,953,507.4
366,743,775.1
509,366,413.4
509,194,550.9
509,743,664.5
509,953,824.5
743,194,439.0
743,509,664.5
743,953,748.5
743,366,775.1
953,194,346.8
953,366,507.4
953,743,748.5
953,509,824.5
196,221,9.8
196,644,70.6
221,196,9.8
221,644,62.1
644,221,62.1
644,196,70.6
200,277,159.2
277,200,159.2
202,721,193.9
202,658,379.4
658,721,185.6
658,202,379.4
721,658,185.6
721,202,193.9
203,683,167.1
203,309,416.2
203,335,468.4
203,873,555.2
203,527,832.1
309,335,55.6
309,873,139.2
309,203,416.2
309,527,484.8
309,683,534.1
335,309,55.6
335,873,91.5
335,527,465.4
335,203,468.4
335,683,580.1
360,943,243.9
360,527,334.2
360,546,387.8
360,367,405.9
360,873,555.6
367,546,26.5
367,943,165.9
367,527,206.4
367,360,405.9
367,873,595.2
527,943,149.1
527,367,206.4
527,546,212.9
527,360,334.2
527,873,392.7
546,367,26.5
546,943,152.3
546,527,212.9
546,360,387.8
546,873,604.6
683,203,167.1
683,309,534.1
683,335,580.1
683,873,671.1
683,527,982.4
873,335,91.5
873,309,139.2
873,527,392.7
873,943,517.2
873,203,555.2
943,527,149.1
943,546,152.3
943,367,165.9
943,360,243.9
943,873,517.2
204,346,76.2
204,910,149.7
346,204,76.2
346,910,221.0
910,204,149.7
910,346,221.0
223,828,5.3
828,223,5.3
226,290,296.4
290,226,296.4
249,654,678.4
249,989,805.3
654,249,678.4
654,989,937.2
759,249,805.3
759,654,937.2
989,249,805.3
989,654,937.2
257,424,44.4
257,513,69.3
424,257,44.4
424,513,92.1
513,257,69.3
513,424,92.1
258,489,399.4
258,686,1506.6
258,621,1509.2
489,258,399.4
489,621,1160.3
489,686,1868.7
621,489,1160.3
621,258,1509.2
621,686,3014.9
686,258,1506.6
686,489,1868.7
686,621,3014.9
263,497,71.3
497,263,71.3
267,580,152.7
267,588,267.9
580,267,152.7
580,588,273.7
588,267,267.9
588,580,273.7
276,331,5.9
331,276,5.9
279,375,38.4
375,279,38.4
287,634,175.1
634,287,175.1
292,980,133.0
292,964,183.8
292,341,301.4
341,980,279.2
341,292,301.4
341,964,399.7
964,980,120.6
964,292,183.8
964,341,399.7
980,964,120.6
980,292,133.0
980,341,279.2
312,598,148.8
514,312,148.8
598,312,148.8
350,871,1334.3
871,350,1334.3
362,627,119.7
362,728,328.0
627,362,119.7
627,728,432.8
728,362,328.0
728,627,432.8
379,710,219.7
710,379,219.7
381,731,91.2
731,381,91.2
389,474,120.8
389,531,273.2
389,625,308.4
389,511,310.4
389,820,315.2
474,389,120.8
474,625,187.6
474,531,352.8
474,511,375.5
474,820,398.9
511,531,57.1
511,820,69.3
511,389,310.4
511,474,375.5
511,625,519.8
531,820,47.1
531,511,57.1
531,389,273.2
531,474,352.8
531,625,511.0
625,474,187.6
625,389,308.4
625,531,511.0
625,511,519.8
625,820,558.1
664,625,774.5
664,474,956.0
664,389,1074.5
664,511,1182.7
664,531,1201.3
820,531,47.1
820,511,69.3
820,389,315.2
820,474,398.9
820,625,558.1
395,397,108.7
395,905,119.6
395,767,258.1
395,653,263.7
395,749,301.1
397,905,11.3
397,395,108.7
397,767,165.3
397,749,199.6
397,653,229.6
653,767,159.8
653,749,211.1
653,905,225.6
653,397,229.6
653,395,263.7
749,767,56.8
749,905,188.4
749,397,199.6
749,653,211.1
749,395,301.1
767,749,56.8
767,905,155.0
767,653,159.8
767,397,165.3
767,395,258.1
905,397,11.3
905,395,119.6
905,767,155.0
905,749,188.4
905,653,225.6
402,799,563.5
402,862,918.0
799,862,417.9
799,402,563.5
862,799,417.9
862,402,918.0
403,421,36.4
403,745,137.9
421,403,36.4
421,745,109.2
745,421,109.2
745,403,137.9
419,636,64.6
419,809,540.9
636,419,64.6
636,809,551.6
809,419,540.9
809,636,551.6
420,775,165.7
420,741,293.5
420,941,596.2
741,775,127.7
741,420,293.5
741,941,329.9
775,741,127.7
775,420,165.7
775,941,442.0
941,741,329.9
941,775,442.0
941,420,596.2
429,856,304.7
682,429,304.7
856,429,304.7
447,947,176.4
447,859,357.6
859,947,330.0
859,447,357.6
947,447,176.4
947,859,330.0
469,754,159.5
469,800,242.5
754,469,159.5
754,800,388.3
800,469,242.5
800,754,388.3
503,615,34.3
615,503,34.3
506,813,263.5
813,506,263.5
534,688,252.3
688,534,252.3
605,702,80.4
702,605,80.4
651,792,65.4
651,679,716.3
679,792,675.0
679,651,716.3
792,651,65.4
792,679,675.0
655,715,79.1
715,655,79.1
670,798,463.8
798,670,463.8
753,848,95.8
848,753,95.8
769,789,67.5
789,769,67.5
780,881,63.1
881,780,63.1
782,992,336.2
992,782,336.2
838,894,800.3
894,838,800.3
924,994,878.9
994,924,878.9

