id,ime,ocena,vstopnina,za_otroke,mesto_id
1749,Obisk zgodovinskega muzeja – Huamali,5,DA,DA,250
1750,Obisk umetniške galerije – Huamali,3,DA,DA,250
1751,Pokušina lokalnih sladic – Gaizhou,5,DA,DA,251
1752,Obisk živalskega vrta – Gaizhou,3,DA,DA,251
1753,Ogled športnega objekta – Gaizhou,4,DA,DA,251
1754,Ogled lokalne tržnice – Athabasca,3,NE,DA,252
1755,Obisk botaničnega vrta – Athabasca,4,DA,DA,252
1756,Večerni razgled na mesto – Athabasca,5,NE,DA,252
1757,Ogled zgodovinskih zgradb – George Hill,4,NE,DA,253
1758,Obisk akvarija – George Hill,5,DA,DA,253
1759,Obisk lokalnega sejma – George Hill,3,NE,DA,253
1760,Koncert lokalne glasbe – Owase,5,DA,DA,254
1761,Voden pohod po okolici – Owase,3,NE,DA,254
1762,Voden ogled starega mestnega jedra – Owase,4,NE,DA,254
1763,Jutranji ogled mesta – Ladushkin,3,NE,DA,255
1764,Obisk zgodovinske četrti – Ladushkin,4,NE,DA,255
1765,Družinski ogled znamenitosti – Ladushkin,5,DA,DA,255
1766,Sprehod ob reki – San Jacinto,4,NE,DA,256
1767,Kolesarski izlet po mestu – San Jacinto,5,NE,DA,256
1768,Vodena fotografska tura – San Jacinto,3,DA,NE,256
1769,Vožnja z ladjico – Zoetermeer,5,DA,DA,257
1770,Večerni kulturni sprehod – Zoetermeer,3,NE,NE,257
1771,Otroška ustvarjalna delavnica – Zoetermeer,4,DA,DA,257
1772,Degustacija lokalnih jedi – Coihaique,3,DA,NE,258
1773,Ulična kulinarična tura – Coihaique,4,DA,NE,258
1774,Ogled verske dediščine – Coihaique,5,NE,DA,258
1775,Izlet v naravo v okolici mesta – Sjöbo,4,NE,DA,259
1776,Arhitekturni sprehod – Sjöbo,5,NE,DA,259
1777,Piknik v mestnem parku – Sjöbo,3,NE,DA,259
1778,Interaktivni znanstveni center – Wan Yai,5,DA,DA,260
1779,Obisk mestne knjižnice – Wan Yai,3,NE,DA,260
1780,Sprehod skozi mestni park – Wan Yai,4,NE,DA,260
1781,Obisk kulturnega centra – Antioquia,3,DA,DA,261
1782,Delavnica tradicionalnih obrti – Antioquia,4,DA,DA,261
1783,Razgledna točka in fotografiranje – Antioquia,5,NE,DA,261
1784,Ogled mestnih znamenitosti ponoči – Březová nad Svitavou,4,DA,NE,262
1785,Delavnica lokalne kulinarike – Březová nad Svitavou,5,DA,DA,262
1786,Plovba po reki ali jezeru – Březová nad Svitavou,3,DA,DA,262
1787,Obisk zgodovinskega muzeja – Spuž,5,DA,DA,263
1788,Obisk umetniške galerije – Spuž,3,DA,DA,263
1789,Raziskovanje lokalnih obrti – Spuž,4,DA,DA,263
1790,Obisk živalskega vrta – Pandean,3,DA,DA,264
1791,Ogled športnega objekta – Pandean,4,DA,DA,264
1792,Vožnja s turističnim avtobusom – Pandean,5,DA,DA,264
1793,Obisk botaničnega vrta – Tangyin,4,DA,DA,265
1794,Večerni razgled na mesto – Tangyin,5,NE,DA,265
1795,Pokušina lokalnih sladic – Tangyin,3,DA,DA,265
1796,Obisk akvarija – Salaya,5,DA,DA,266
1797,Obisk lokalnega sejma – Salaya,3,NE,DA,266
1798,Ogled lokalne tržnice – Salaya,4,NE,DA,266
1799,Voden pohod po okolici – Nangen,3,NE,DA,267
1800,Voden ogled starega mestnega jedra – Nangen,4,NE,DA,267
1801,Ogled zgodovinskih zgradb – Nangen,5,NE,DA,267
1802,Obisk zgodovinske četrti – Charlotte,4,NE,DA,268
1803,Družinski ogled znamenitosti – Charlotte,5,DA,DA,268
1804,Koncert lokalne glasbe – Charlotte,3,DA,DA,268
1805,Kolesarski izlet po mestu – Tapan,5,NE,DA,269
1806,Vodena fotografska tura – Tapan,3,DA,NE,269
1807,Jutranji ogled mesta – Tapan,4,NE,DA,269
1808,Večerni kulturni sprehod – Nikolinci,3,NE,NE,270
1809,Otroška ustvarjalna delavnica – Nikolinci,4,DA,DA,270
1810,Sprehod ob reki – Nikolinci,5,NE,DA,270
1811,Ulična kulinarična tura – Jinbo,4,DA,NE,271
1812,Ogled verske dediščine – Jinbo,5,NE,DA,271
1813,Vožnja z ladjico – Jinbo,3,DA,DA,271
1814,Arhitekturni sprehod – Kaduketug,5,NE,DA,272
1815,Piknik v mestnem parku – Kaduketug,3,NE,DA,272
1816,Degustacija lokalnih jedi – Kaduketug,4,DA,NE,272
1817,Obisk mestne knjižnice – Houston,3,NE,DA,273
1818,Sprehod skozi mestni park – Houston,4,NE,DA,273
1819,Izlet v naravo v okolici mesta – Houston,5,NE,DA,273
1820,Delavnica tradicionalnih obrti – Tāybād,4,DA,DA,274
1821,Razgledna točka in fotografiranje – Tāybād,5,NE,DA,274
1822,Interaktivni znanstveni center – Tāybād,3,DA,DA,274
1823,Delavnica lokalne kulinarike – Paris 12,5,DA,DA,275
1824,Plovba po reki ali jezeru – Paris 12,3,DA,DA,275
1825,Obisk kulturnega centra – Paris 12,4,DA,DA,275
1826,Obisk umetniške galerije – Lloqan,3,DA,DA,276
1827,Raziskovanje lokalnih obrti – Lloqan,4,DA,DA,276
1828,Ogled mestnih znamenitosti ponoči – Lloqan,5,DA,NE,276
1829,Ogled športnega objekta – København,4,DA,DA,277
1830,Vožnja s turističnim avtobusom – København,5,DA,DA,277
1831,Obisk zgodovinskega muzeja – København,3,DA,DA,277
1832,Večerni razgled na mesto – Herzliya Pituah,5,NE,DA,278
1833,Pokušina lokalnih sladic – Herzliya Pituah,3,DA,DA,278
1834,Obisk živalskega vrta – Herzliya Pituah,4,DA,DA,278
1835,Obisk lokalnega sejma – Čair,3,NE,DA,279
1836,Ogled lokalne tržnice – Čair,4,NE,DA,279
1837,Obisk botaničnega vrta – Čair,5,DA,DA,279
1838,Voden ogled starega mestnega jedra – Mikulášovice,4,NE,DA,280
1839,Ogled zgodovinskih zgradb – Mikulášovice,5,NE,DA,280
1840,Obisk akvarija – Mikulášovice,3,DA,DA,280
1841,Družinski ogled znamenitosti – La Huaca,5,DA,DA,281
1842,Koncert lokalne glasbe – La Huaca,3,DA,DA,281
1843,Voden pohod po okolici – La Huaca,4,NE,DA,281
1844,Vodena fotografska tura – Meliau,3,DA,NE,282
1845,Jutranji ogled mesta – Meliau,4,NE,DA,282
1846,Obisk zgodovinske četrti – Meliau,5,NE,DA,282
1847,Otroška ustvarjalna delavnica – Kosamphi Nakhon,4,DA,DA,283
1848,Sprehod ob reki – Kosamphi Nakhon,5,NE,DA,283
1849,Kolesarski izlet po mestu – Kosamphi Nakhon,3,NE,DA,283
1850,Ogled verske dediščine – Ramaram,5,NE,DA,284
1851,Vožnja z ladjico – Ramaram,3,DA,DA,284
1852,Večerni kulturni sprehod – Ramaram,4,NE,NE,284
1853,Piknik v mestnem parku – Pitanga,3,NE,DA,285
1854,Degustacija lokalnih jedi – Pitanga,4,DA,NE,285
1855,Ulična kulinarična tura – Pitanga,5,DA,NE,285
1856,Sprehod skozi mestni park – Senahú,4,NE,DA,286
1857,Izlet v naravo v okolici mesta – Senahú,5,NE,DA,286
1858,Arhitekturni sprehod – Senahú,3,NE,DA,286
1859,Razgledna točka in fotografiranje – Adassil,5,NE,DA,287
1860,Interaktivni znanstveni center – Adassil,3,DA,DA,287
1861,Obisk mestne knjižnice – Adassil,4,NE,DA,287
1862,Plovba po reki ali jezeru – Roldanillo,3,DA,DA,288
1863,Obisk kulturnega centra – Roldanillo,4,DA,DA,288
1864,Delavnica tradicionalnih obrti – Roldanillo,5,DA,DA,288
1865,Raziskovanje lokalnih obrti – Taivalkoski,4,DA,DA,289
1866,Ogled mestnih znamenitosti ponoči – Taivalkoski,5,DA,NE,289
1867,Delavnica lokalne kulinarike – Taivalkoski,3,DA,DA,289
1868,Vožnja s turističnim avtobusom – Proletar,5,DA,DA,290
1869,Obisk zgodovinskega muzeja – Proletar,3,DA,DA,290
1870,Obisk umetniške galerije – Proletar,4,DA,DA,290
1871,Pokušina lokalnih sladic – Nurota Shahri,3,DA,DA,291
1872,Obisk živalskega vrta – Nurota Shahri,4,DA,DA,291
1873,Ogled športnega objekta – Nurota Shahri,5,DA,DA,291
1874,Ogled lokalne tržnice – Jinotega,4,NE,DA,292
1875,Obisk botaničnega vrta – Jinotega,5,DA,DA,292
1876,Večerni razgled na mesto – Jinotega,3,NE,DA,292
1877,Ogled zgodovinskih zgradb – Bisée,5,NE,DA,293
1878,Obisk akvarija – Bisée,3,DA,DA,293
1879,Obisk lokalnega sejma – Bisée,4,NE,DA,293
1880,Koncert lokalne glasbe – Kuching,3,DA,DA,294
1881,Voden pohod po okolici – Kuching,4,NE,DA,294
1882,Voden ogled starega mestnega jedra – Kuching,5,NE,DA,294
1883,Jutranji ogled mesta – San Emilio,4,NE,DA,295
1884,Obisk zgodovinske četrti – San Emilio,5,NE,DA,295
1885,Družinski ogled znamenitosti – San Emilio,3,DA,DA,295
1886,Sprehod ob reki – Kinna,5,NE,DA,296
1887,Kolesarski izlet po mestu – Kinna,3,NE,DA,296
1888,Vodena fotografska tura – Kinna,4,DA,NE,296
1889,Vožnja z ladjico – Xinglongchang,3,DA,DA,297
1890,Večerni kulturni sprehod – Xinglongchang,4,NE,NE,297
1891,Otroška ustvarjalna delavnica – Xinglongchang,5,DA,DA,297
1892,Degustacija lokalnih jedi – Blinsung,4,DA,NE,298
1893,Ulična kulinarična tura – Blinsung,5,DA,NE,298
1894,Ogled verske dediščine – Blinsung,3,NE,DA,298
1895,Izlet v naravo v okolici mesta – Ngandangan,5,NE,DA,299
1896,Arhitekturni sprehod – Ngandangan,3,NE,DA,299
1897,Piknik v mestnem parku – Ngandangan,4,NE,DA,299
1898,Interaktivni znanstveni center – Nangkaruka,3,DA,DA,300
1899,Obisk mestne knjižnice – Nangkaruka,4,NE,DA,300
1900,Sprehod skozi mestni park – Nangkaruka,5,NE,DA,300
1901,Obisk kulturnega centra – Krajan,4,DA,DA,301
1902,Delavnica tradicionalnih obrti – Krajan,5,DA,DA,301
1903,Razgledna točka in fotografiranje – Krajan,3,NE,DA,301
1904,Ogled mestnih znamenitosti ponoči – Bolong,5,DA,NE,302
1905,Delavnica lokalne kulinarike – Bolong,3,DA,DA,302
1906,Plovba po reki ali jezeru – Bolong,4,DA,DA,302
1907,Obisk zgodovinskega muzeja – Jijia,3,DA,DA,303
1908,Obisk umetniške galerije – Jijia,4,DA,DA,303
1909,Raziskovanje lokalnih obrti – Jijia,5,DA,DA,303
1910,Obisk živalskega vrta – Örebro,4,DA,DA,304
1911,Ogled športnega objekta – Örebro,5,DA,DA,304
1912,Vožnja s turističnim avtobusom – Örebro,3,DA,DA,304
1913,Obisk botaničnega vrta – Lingcheng,5,DA,DA,305
1914,Večerni razgled na mesto – Lingcheng,3,NE,DA,305
1915,Pokušina lokalnih sladic – Lingcheng,4,DA,DA,305
1916,Obisk akvarija – Sikka,3,DA,DA,306
1917,Obisk lokalnega sejma – Sikka,4,NE,DA,306
1918,Ogled lokalne tržnice – Sikka,5,NE,DA,306
1919,Voden pohod po okolici – Xiaochi,4,NE,DA,307
1920,Voden ogled starega mestnega jedra – Xiaochi,5,NE,DA,307
1921,Ogled zgodovinskih zgradb – Xiaochi,3,NE,DA,307
1922,Obisk zgodovinske četrti – Karangori,5,NE,DA,308
1923,Družinski ogled znamenitosti – Karangori,3,DA,DA,308
1924,Koncert lokalne glasbe – Karangori,4,DA,DA,308
1925,Kolesarski izlet po mestu – Valle de Guanape,3,NE,DA,309
1926,Vodena fotografska tura – Valle de Guanape,4,DA,NE,309
1927,Jutranji ogled mesta – Valle de Guanape,5,NE,DA,309
1928,Večerni kulturni sprehod – Banjaranyar,4,NE,NE,310
1929,Otroška ustvarjalna delavnica – Banjaranyar,5,DA,DA,310
1930,Sprehod ob reki – Banjaranyar,3,NE,DA,310
1931,Ulična kulinarična tura – Boa Viagem,5,DA,NE,311
1932,Ogled verske dediščine – Boa Viagem,3,NE,DA,311
1933,Vožnja z ladjico – Boa Viagem,4,DA,DA,311
1934,Arhitekturni sprehod – Las Vegas,3,NE,DA,312
1935,Piknik v mestnem parku – Las Vegas,4,NE,DA,312
1936,Degustacija lokalnih jedi – Las Vegas,5,DA,NE,312
1937,Obisk mestne knjižnice – Kunri,4,NE,DA,313
1938,Sprehod skozi mestni park – Kunri,5,NE,DA,313
1939,Izlet v naravo v okolici mesta – Kunri,3,NE,DA,313
1940,Delavnica tradicionalnih obrti – Carvoeira,5,DA,DA,314
1941,Razgledna točka in fotografiranje – Carvoeira,3,NE,DA,314
1942,Interaktivni znanstveni center – Carvoeira,4,DA,DA,314
1943,Delavnica lokalne kulinarike – Fundão,3,DA,DA,315
1944,Plovba po reki ali jezeru – Fundão,4,DA,DA,315
1945,Obisk kulturnega centra – Fundão,5,DA,DA,315
1946,Obisk umetniške galerije – Comrat,4,DA,DA,316
1947,Raziskovanje lokalnih obrti – Comrat,5,DA,DA,316
1948,Ogled mestnih znamenitosti ponoči – Comrat,3,DA,NE,316
1949,Ogled športnega objekta – Oekero,5,DA,DA,317
1950,Vožnja s turističnim avtobusom – Oekero,3,DA,DA,317
1951,Obisk zgodovinskega muzeja – Oekero,4,DA,DA,317
1952,Večerni razgled na mesto – Chernogorsk,3,NE,DA,318
1953,Pokušina lokalnih sladic – Chernogorsk,4,DA,DA,318
1954,Obisk živalskega vrta – Chernogorsk,5,DA,DA,318
1955,Obisk lokalnega sejma – Yanjiang,4,NE,DA,319
1956,Ogled lokalne tržnice – Yanjiang,5,NE,DA,319
1957,Obisk botaničnega vrta – Yanjiang,3,DA,DA,319
1958,Voden ogled starega mestnega jedra – Ritchie,5,NE,DA,320
1959,Ogled zgodovinskih zgradb – Ritchie,3,NE,DA,320
1960,Obisk akvarija – Ritchie,4,DA,DA,320
1961,Družinski ogled znamenitosti – Yelat’ma,3,DA,DA,321
1962,Koncert lokalne glasbe – Yelat’ma,4,DA,DA,321
1963,Voden pohod po okolici – Yelat’ma,5,NE,DA,321
1964,Vodena fotografska tura – Xiaxindian,4,DA,NE,322
1965,Jutranji ogled mesta – Xiaxindian,5,NE,DA,322
1966,Obisk zgodovinske četrti – Xiaxindian,3,NE,DA,322
1967,Otroška ustvarjalna delavnica – Uwelini,5,DA,DA,323
1968,Sprehod ob reki – Uwelini,3,NE,DA,323
1969,Kolesarski izlet po mestu – Uwelini,4,NE,DA,323
1970,Ogled verske dediščine – Pagedangan,3,NE,DA,324
1971,Vožnja z ladjico – Pagedangan,4,DA,DA,324
1972,Večerni kulturni sprehod – Pagedangan,5,NE,NE,324
1973,Piknik v mestnem parku – Mszana Dolna,4,NE,DA,325
1974,Degustacija lokalnih jedi – Mszana Dolna,5,DA,NE,325
1975,Ulična kulinarična tura – Mszana Dolna,3,DA,NE,325
1976,Sprehod skozi mestni park – Dong’ao,5,NE,DA,326
1977,Izlet v naravo v okolici mesta – Dong’ao,3,NE,DA,326
1978,Arhitekturni sprehod – Dong’ao,4,NE,DA,326
1979,Razgledna točka in fotografiranje – Kedung,3,NE,DA,327
1980,Interaktivni znanstveni center – Kedung,4,DA,DA,327
1981,Obisk mestne knjižnice – Kedung,5,NE,DA,327
1982,Plovba po reki ali jezeru – Xincheng,4,DA,DA,328
1983,Obisk kulturnega centra – Xincheng,5,DA,DA,328
1984,Delavnica tradicionalnih obrti – Xincheng,3,DA,DA,328
1985,Raziskovanje lokalnih obrti – Macon,5,DA,DA,329
1986,Ogled mestnih znamenitosti ponoči – Macon,3,DA,NE,329
1987,Delavnica lokalne kulinarike – Macon,4,DA,DA,329
1988,Vožnja s turističnim avtobusom – Mapalad,3,DA,DA,330
1989,Obisk zgodovinskega muzeja – Mapalad,4,DA,DA,330
1990,Obisk umetniške galerije – Mapalad,5,DA,DA,330
1991,Pokušina lokalnih sladic – Lumbardhi,4,DA,DA,331
1992,Obisk živalskega vrta – Lumbardhi,5,DA,DA,331
1993,Ogled športnega objekta – Lumbardhi,3,DA,DA,331
1994,Ogled lokalne tržnice – San Mateo,5,NE,DA,332
1995,Obisk botaničnega vrta – San Mateo,3,DA,DA,332
1996,Večerni razgled na mesto – San Mateo,4,NE,DA,332
1997,Ogled zgodovinskih zgradb – Porta,3,NE,DA,333
1998,Obisk akvarija – Porta,4,DA,DA,333
1999,Obisk lokalnega sejma – Porta,5,NE,DA,333
2000,Koncert lokalne glasbe – Francos,4,DA,DA,334
2001,Voden pohod po okolici – Francos,5,NE,DA,334
2002,Voden ogled starega mestnega jedra – Francos,3,NE,DA,334
2003,Jutranji ogled mesta – San José de Barlovento,5,NE,DA,335
2004,Obisk zgodovinske četrti – San José de Barlovento,3,NE,DA,335
2005,Družinski ogled znamenitosti – San José de Barlovento,4,DA,DA,335
2006,Sprehod ob reki – Phimai,3,NE,DA,336
2007,Kolesarski izlet po mestu – Phimai,4,NE,DA,336
2008,Vodena fotografska tura – Phimai,5,DA,NE,336
2009,Vožnja z ladjico – Vilhena,4,DA,DA,337
2010,Večerni kulturni sprehod – Vilhena,5,NE,NE,337
2011,Otroška ustvarjalna delavnica – Vilhena,3,DA,DA,337
2012,Degustacija lokalnih jedi – Poja,5,DA,NE,338
2013,Ulična kulinarična tura – Poja,3,DA,NE,338
2014,Ogled verske dediščine – Poja,4,NE,DA,338
2015,Izlet v naravo v okolici mesta – Tianzishan,3,NE,DA,339
2016,Arhitekturni sprehod – Tianzishan,4,NE,DA,339
2017,Piknik v mestnem parku – Tianzishan,5,NE,DA,339
2018,Interaktivni znanstveni center – Kuniran,4,DA,DA,340
2019,Obisk mestne knjižnice – Kuniran,5,NE,DA,340
2020,Sprehod skozi mestni park – Kuniran,3,NE,DA,340
2021,Obisk kulturnega centra – Puerto Cabezas,5,DA,DA,341
2022,Delavnica tradicionalnih obrti – Puerto Cabezas,3,DA,DA,341
2023,Razgledna točka in fotografiranje – Puerto Cabezas,4,NE,DA,341
2024,Ogled mestnih znamenitosti ponoči – Konstancin-Jeziorna,3,DA,NE,342
2025,Delavnica lokalne kulinarike – Konstancin-Jeziorna,4,DA,DA,342
2026,Plovba po reki ali jezeru – Konstancin-Jeziorna,5,DA,DA,342
2027,Obisk zgodovinskega muzeja – Yartsevo,4,DA,DA,343
2028,Obisk umetniške galerije – Yartsevo,5,DA,DA,343
2029,Raziskovanje lokalnih obrti – Yartsevo,3,DA,DA,343
2030,Obisk živalskega vrta – Wenling,5,DA,DA,344
2031,Ogled športnega objekta – Wenling,3,DA,DA,344
2032,Vožnja s turističnim avtobusom – Wenling,4,DA,DA,344
2033,Obisk botaničnega vrta – Winston Salem,3,DA,DA,345
2034,Večerni razgled na mesto – Winston Salem,4,NE,DA,345
2035,Pokušina lokalnih sladic – Winston Salem,5,DA,DA,345
2036,Obisk akvarija – T’et’ri Tsqaro,4,DA,DA,346
2037,Obisk lokalnega sejma – T’et’ri Tsqaro,5,NE,DA,346
2038,Ogled lokalne tržnice – T’et’ri Tsqaro,3,NE,DA,346
2039,Voden pohod po okolici – Listvyanskiy,5,NE,DA,347
2040,Voden ogled starega mestnega jedra – Listvyanskiy,3,NE,DA,347
2041,Ogled zgodovinskih zgradb – Listvyanskiy,4,NE,DA,347
2042,Obisk zgodovinske četrti – Tipaz,3,NE,DA,348
2043,Družinski ogled znamenitosti – Tipaz,4,DA,DA,348
2044,Koncert lokalne glasbe – Tipaz,5,DA,DA,348
2045,Kolesarski izlet po mestu – Kuressaare,4,NE,DA,349
2046,Vodena fotografska tura – Kuressaare,5,DA,NE,349
2047,Jutranji ogled mesta – Kuressaare,3,NE,DA,349
2048,Večerni kulturni sprehod – Ti-n-Essako,5,NE,NE,350
2049,Otroška ustvarjalna delavnica – Ti-n-Essako,3,DA,DA,350
2050,Sprehod ob reki – Ti-n-Essako,4,NE,DA,350
2051,Ulična kulinarična tura – Menghai,3,DA,NE,351
2052,Ogled verske dediščine – Menghai,4,NE,DA,351
2053,Vožnja z ladjico – Menghai,5,DA,DA,351
2054,Arhitekturni sprehod – Banjar Baleagung,4,NE,DA,352
2055,Piknik v mestnem parku – Banjar Baleagung,5,NE,DA,352
2056,Degustacija lokalnih jedi – Banjar Baleagung,3,DA,NE,352
2057,Obisk mestne knjižnice – Somerset East,5,NE,DA,353
2058,Sprehod skozi mestni park – Somerset East,3,NE,DA,353
2059,Izlet v naravo v okolici mesta – Somerset East,4,NE,DA,353
2060,Delavnica tradicionalnih obrti – San Lucas Tolimán,3,DA,DA,354
2061,Razgledna točka in fotografiranje – San Lucas Tolimán,4,NE,DA,354
2062,Interaktivni znanstveni center – San Lucas Tolimán,5,DA,DA,354
2063,Delavnica lokalne kulinarike – Mikstat,4,DA,DA,355
2064,Plovba po reki ali jezeru – Mikstat,5,DA,DA,355
2065,Obisk kulturnega centra – Mikstat,3,DA,DA,355
2066,Obisk umetniške galerije – Haihui,5,DA,DA,356
2067,Raziskovanje lokalnih obrti – Haihui,3,DA,DA,356
2068,Ogled mestnih znamenitosti ponoči – Haihui,4,DA,NE,356
2069,Ogled športnega objekta – Lok,3,DA,DA,357
2070,Vožnja s turističnim avtobusom – Lok,4,DA,DA,357
2071,Obisk zgodovinskega muzeja – Lok,5,DA,DA,357
2072,Večerni razgled na mesto – Pimbalayan,4,NE,DA,358
2073,Pokušina lokalnih sladic – Pimbalayan,5,DA,DA,358
2074,Obisk živalskega vrta – Pimbalayan,3,DA,DA,358
2075,Obisk lokalnega sejma – Taksimo,5,NE,DA,359
2076,Ogled lokalne tržnice – Taksimo,3,NE,DA,359
2077,Obisk botaničnega vrta – Taksimo,4,DA,DA,359
2078,Voden ogled starega mestnega jedra – Sinamaica,3,NE,DA,360
2079,Ogled zgodovinskih zgradb – Sinamaica,4,NE,DA,360
2080,Obisk akvarija – Sinamaica,5,DA,DA,360
2081,Družinski ogled znamenitosti – Dali,4,DA,DA,361
2082,Koncert lokalne glasbe – Dali,5,DA,DA,361
2083,Voden pohod po okolici – Dali,3,NE,DA,361
2084,Vodena fotografska tura – Faīẕābād,5,DA,NE,362
2085,Jutranji ogled mesta – Faīẕābād,3,NE,DA,362
2086,Obisk zgodovinske četrti – Faīẕābād,4,NE,DA,362
2087,Otroška ustvarjalna delavnica – Arras,3,DA,DA,363
2088,Sprehod ob reki – Arras,4,NE,DA,363
2089,Kolesarski izlet po mestu – Arras,5,NE,DA,363
2090,Ogled verske dediščine – Takahata,4,NE,DA,364
2091,Vožnja z ladjico – Takahata,5,DA,DA,364
2092,Večerni kulturni sprehod – Takahata,3,NE,NE,364
2093,Piknik v mestnem parku – Bagadó,5,NE,DA,365
2094,Degustacija lokalnih jedi – Bagadó,3,DA,NE,365
2095,Ulična kulinarična tura – Bagadó,4,DA,NE,365
2096,Sprehod skozi mestni park – Toungo,3,NE,DA,366
2097,Izlet v naravo v okolici mesta – Toungo,4,NE,DA,366
2098,Arhitekturni sprehod – Toungo,5,NE,DA,366
2099,Razgledna točka in fotografiranje – El Cantón,4,NE,DA,367
2100,Interaktivni znanstveni center – El Cantón,5,DA,DA,367
2101,Obisk mestne knjižnice – El Cantón,3,NE,DA,367
2102,Plovba po reki ali jezeru – Bagakay,5,DA,DA,368
2103,Obisk kulturnega centra – Bagakay,3,DA,DA,368
2104,Delavnica tradicionalnih obrti – Bagakay,4,DA,DA,368
2105,Raziskovanje lokalnih obrti – Armação,3,DA,DA,369
2106,Ogled mestnih znamenitosti ponoči – Armação,4,DA,NE,369
2107,Delavnica lokalne kulinarike – Armação,5,DA,DA,369
2108,Vožnja s turističnim avtobusom – Disūq,4,DA,DA,370
2109,Obisk zgodovinskega muzeja – Disūq,5,DA,DA,370
2110,Obisk umetniške galerije – Disūq,3,DA,DA,370
2111,Pokušina lokalnih sladic – Lubuagan,5,DA,DA,371
2112,Obisk živalskega vrta – Lubuagan,3,DA,DA,371
2113,Ogled športnega objekta – Lubuagan,4,DA,DA,371
2114,Ogled lokalne tržnice – Purda,3,NE,DA,372
2115,Obisk botaničnega vrta – Purda,4,DA,DA,372
2116,Večerni razgled na mesto – Purda,5,NE,DA,372
2117,Ogled zgodovinskih zgradb – Baishi,4,NE,DA,373
2118,Obisk akvarija – Baishi,5,DA,DA,373
2119,Obisk lokalnega sejma – Baishi,3,NE,DA,373
2120,Koncert lokalne glasbe – Komorów,5,DA,DA,374
2121,Voden pohod po okolici – Komorów,3,NE,DA,374
2122,Voden ogled starega mestnega jedra – Komorów,4,NE,DA,374
2123,Jutranji ogled mesta – Brvenica,3,NE,DA,375
2124,Obisk zgodovinske četrti – Brvenica,4,NE,DA,375
2125,Družinski ogled znamenitosti – Brvenica,5,DA,DA,375
2126,Sprehod ob reki – Khrebtovaya,4,NE,DA,376
2127,Kolesarski izlet po mestu – Khrebtovaya,5,NE,DA,376
2128,Vodena fotografska tura – Khrebtovaya,3,DA,NE,376
2129,Vožnja z ladjico – Sandaogou,5,DA,DA,377
2130,Večerni kulturni sprehod – Sandaogou,3,NE,NE,377
2131,Otroška ustvarjalna delavnica – Sandaogou,4,DA,DA,377
2132,Degustacija lokalnih jedi – Santa Gertrudes,3,DA,NE,378
2133,Ulična kulinarična tura – Santa Gertrudes,4,DA,NE,378
2134,Ogled verske dediščine – Santa Gertrudes,5,NE,DA,378
2135,Izlet v naravo v okolici mesta – Wilfrido Loor Moreira,4,NE,DA,379
2136,Arhitekturni sprehod – Wilfrido Loor Moreira,5,NE,DA,379
2137,Piknik v mestnem parku – Wilfrido Loor Moreira,3,NE,DA,379
2138,Interaktivni znanstveni center – Tongzha,5,DA,DA,380
2139,Obisk mestne knjižnice – Tongzha,3,NE,DA,380
2140,Sprehod skozi mestni park – Tongzha,4,NE,DA,380
2141,Obisk kulturnega centra – Kampong Chhnang,3,DA,DA,381
2142,Delavnica tradicionalnih obrti – Kampong Chhnang,4,DA,DA,381
2143,Razgledna točka in fotografiranje – Kampong Chhnang,5,NE,DA,381
2144,Ogled mestnih znamenitosti ponoči – Wuluo,4,DA,NE,382
2145,Delavnica lokalne kulinarike – Wuluo,5,DA,DA,382
2146,Plovba po reki ali jezeru – Wuluo,3,DA,DA,382
2147,Obisk zgodovinskega muzeja – Tuzhai,5,DA,DA,383
2148,Obisk umetniške galerije – Tuzhai,3,DA,DA,383
2149,Raziskovanje lokalnih obrti – Tuzhai,4,DA,DA,383
2150,Obisk živalskega vrta – Tucson,3,DA,DA,384
2151,Ogled športnega objekta – Tucson,4,DA,DA,384
2152,Vožnja s turističnim avtobusom – Tucson,5,DA,DA,384
2153,Obisk botaničnega vrta – Dukuhsia,4,DA,DA,385
2154,Večerni razgled na mesto – Dukuhsia,5,NE,DA,385
2155,Pokušina lokalnih sladic – Dukuhsia,3,DA,DA,385
2156,Obisk akvarija – Kovářská,5,DA,DA,386
2157,Obisk lokalnega sejma – Kovářská,3,NE,DA,386
2158,Ogled lokalne tržnice – Kovářská,4,NE,DA,386
2159,Voden pohod po okolici – Jaboatão dos Guararapes,3,NE,DA,387
2160,Voden ogled starega mestnega jedra – Jaboatão dos Guararapes,4,NE,DA,387
2161,Ogled zgodovinskih zgradb – Jaboatão dos Guararapes,5,NE,DA,387
2162,Obisk zgodovinske četrti – Catalina,4,NE,DA,388
2163,Družinski ogled znamenitosti – Catalina,5,DA,DA,388
2164,Koncert lokalne glasbe – Catalina,3,DA,DA,388
2165,Kolesarski izlet po mestu – Di Linh,5,NE,DA,389
2166,Vodena fotografska tura – Di Linh,3,DA,NE,389
2167,Jutranji ogled mesta – Di Linh,4,NE,DA,389
2168,Večerni kulturni sprehod – Richmond,3,NE,NE,390
2169,Otroška ustvarjalna delavnica – Richmond,4,DA,DA,390
2170,Sprehod ob reki – Richmond,5,NE,DA,390
2171,Ulična kulinarična tura – Poręba Spytkowska,4,DA,NE,391
2172,Ogled verske dediščine – Poręba Spytkowska,5,NE,DA,391
